Citation_Text,Sentiment,Source
"2.4 Comparison with Hybrid Model SSL based on a hybrid generative/discriminative approach proposed in   has been defined as a log-linear model that discriminatively combines several discriminative models, pDi , and generative models, pGj , such that: R  = producttext i p Di  i producttext j p Gj  j summationtext y producttext i p Di  i producttext j p Gj  j , where ={i}Ii=1, and ={{i}Ii=1,{j}I+Jj=I+1}.",0,original
"We will be using the similarity metrics shown in Table 1: Cosine, the Dice and Jaccard coefficients, and Hindles   and Lins   mutual information-based metrics.",0,original
  88.02   + unlabeled data   88.41   + supplied gazetters 88.90   + add dev.,0,original
"Graph-based algorithms for classification into subjective/objective or positive/negative language units have been mostly used at the sentence and document level  , instead of aiming at dictionary annotation as we do.",0,original
"The other utilizes a sort of parallel texts, such as multiple translation of the same text  , corresponding articles from multiple news sources  , and bilingual corpus  .",0,original
"Maximum entropy   models have been used in bilingual sense disambiguation, word reordering, and sentence segmentation  , parsing, POS tagging and PP attachment  , machine translation  , and FrameNet classification  .",0,original
6 Results We trained on the standard Penn Treebank WSJ corpus  .,0,original
"Essentially, we follow Hobbs   in using a rich ontology and a representation scheme that makes explicit all the individuals and abstract objects     involved in the LF interpretation of an utterance.",0,original
  used transformation based learning using a large annotated corpus for English.,0,original
The skip-chain CRFs   model the long distance dependency between context and answer sentences and the 2D CRFs   model the dependency between contiguous questions.,0,original
"Following Hatzivassiloglou and McKeown   and Turney  , we decided to observe how often the words from the headline co-occur with each one of the six emotions.",0,original
The approach is able to achieve 94% precision and recall for base NPs derived from the Penn Treebank Wall Street Journal  .,0,original
"the Wall Street Journal   sections of the Penn Treebank   as training set, tests on BROWN Sections typically result in a 6-8% drop in labeled attachment scores, although the average sentence length is much shorter in BROWN than that in WSJ.",0,original
We perform named entity tagging using the Stanford four-class named entity tagger  .,0,original
"There are other approaches in which the generation grammars are extracted semiautomatically   or automatically  , LFG   and CCG  ).",0,original
Our MT system was evaluated using the n-gram based Bleu   and NIST machine translation evaluation software.,0,original
6 Experiments We evaluated the translation quality of the system using the BLEU metric  .,0,original
Feature selection Berger et al   proposed an iterative procedure of adding news features to feature set driven by data,0,original
"4 5 Experiments 5.1 Evaluation Measures We evaluated the proposed method using four evaluation measures, BLEU  , NIST  , WER , and PER .",0,original
"In the nal step, we score our translations with 4-gram BLEU  .",0,original
"In  , these forbidden subsequences are called inside-out transpositions.",0,original
"For example, our system configuration for the shared task incorporates a wrapper around GIZA++   for word alignment and a wrapper around Moses   for decoding.",0,original
